uid,title,types,sourceTypes,citations,source.sourceTitle,source.publishYear,source.publishMonth,source.volume,source.supplement,source.pages.range,source.pages.begin,source.pages.end,source.pages.count,names.authors,links.record,identifiers.issn,identifiers.eissn,keywords.authorKeywords,source.issue,links.references,links.related,identifiers.doi,identifiers.pmid,names.bookCorp,identifiers.isbn,names.bookEditors,source.specialIssue,identifiers.eisbn,source.articleNumber,names.corp
WOS:000455276300010,Intensive treatment of speech disorders in robin sequence: a case report,['Article'],['Article'],"[{'db': 'WOK', 'count': 4}]",CODAS,2017,,29,,,,,6,"[{'displayName': 'Borro Pinto, Maria Daniela', 'wosStandard': 'Pinto, MDB', 'researcherId': 'AAI-9360-2020'}, {'displayName': 'Pegoraro-Krook, Maria Ines', 'wosStandard': 'Pegoraro-Krook, MI', 'researcherId': 'B-4538-2011'}, {'displayName': 'Felix de Andrade, Laura Katarine', 'wosStandard': 'de Andrade, LKF', 'researcherId': 'AAE-1347-2019'}, {'displayName': 'Carvalho Correa, Ana Paula', 'wosStandard': 'Correa, APC', 'researcherId': 'HQW-1831-2023'}, {'displayName': 'Rosa-Lugo, Linda Iris', 'wosStandard': 'Rosa-Lugo, LI', 'researcherId': 'FWC-8585-2022'}, {'displayName': 'Rillo Dutka, Jeniffer de Cassia', 'wosStandard': 'Dutka, JDR', 'researcherId': 'D-9800-2012'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000455276300010&DestLinkType=FullRecord&DestApp=WOS_CPL,2317-1782,,"['Pierre Rabin Sequence', 'Speech', 'Velopharyngeal Dysfunction', 'Cleft Palate', 'Speech Bulb', 'Speech Therapy']",5,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000455276300010&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000455276300010&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1590/2317-1782/20172016084,,,,,,,e20160084,
WOS:000442749800002,Language in Children and Adolescents With Hearing Loss Who Learn English as Another Spoken Language,['Editorial material'],['Editorial Material'],"[{'db': 'WOK', 'count': 0}]",TOPICS IN LANGUAGE DISORDERS,2018,JUL-SEP,38,,169-170,169,170,2,"[{'displayName': 'Rosa-Lugo, Linda I.', 'wosStandard': 'Rosa-Lugo, LI', 'researcherId': 'FWC-8585-2022'}, {'displayName': 'Ehren, Barbara J.', 'wosStandard': 'Ehren, BJ', 'researcherId': 'COQ-7605-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000442749800002&DestLinkType=FullRecord&DestApp=WOS_CPL,0271-8294,1550-3259,[],3,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000442749800002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000442749800002&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1097/TLD.0000000000000160,,,,,,,,
WOS:000442749800003,Impact of Escalating Literacy Demands on English Learners With Hearing Loss,['Article'],['Article'],"[{'db': 'WOK', 'count': 3}]",TOPICS IN LANGUAGE DISORDERS,2018,JUL-SEP,38,,171-193,171,193,23,"[{'displayName': 'Rosa-Lugo, Linda I.', 'wosStandard': 'Rosa-Lugo, LI', 'researcherId': 'FWC-8585-2022'}, {'displayName': 'Ehren, Barbara J.', 'wosStandard': 'Ehren, BJ', 'researcherId': 'COQ-7605-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000442749800003&DestLinkType=FullRecord&DestApp=WOS_CPL,0271-8294,1550-3259,"['children and adolescents with hearing loss', 'collaboration in education', 'Common Core State Standards and D/HH', 'ELs with hearing loss', 'listening and spoken language in D/HH', 'literacy acquisition in D/HH', 'workforce literacy']",3,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000442749800003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000442749800003&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1097/TLD.0000000000000157,,,,,,,,
WOS:000570638900001,Racial and Insurance Inequalities in Access to Early Pediatric Cochlear Implantation,['Article'],['Article'],"[{'db': 'WOK', 'count': 28}]",OTOLARYNGOLOGY-HEAD AND NECK SURGERY,2021,MAR,164,,667-674,667,674,8,"[{'displayName': 'Liu, Xinliang', 'wosStandard': 'Liu, XL', 'researcherId': 'KKV-5746-2024'}, {'displayName': 'Rosa-Lugo, Linda I.', 'wosStandard': 'Rosa-Lugo, LI', 'researcherId': 'FWC-8585-2022'}, {'displayName': 'Cosby, Janel L.', 'wosStandard': 'Cosby, JL', 'researcherId': 'CLE-1342-2022'}, {'displayName': 'Pritchett, Cedric V.', 'wosStandard': 'Pritchett, CV', 'researcherId': 'DMM-4856-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000570638900001&DestLinkType=FullRecord&DestApp=WOS_CPL,0194-5998,1097-6817,"['pediatric', 'cochlear implantation', 'disparities', 'race', 'insurance', 'State Ambulatory Surgery and Services Databases (SASD)']",3,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000570638900001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000570638900001&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1177/0194599820953381,32930656,,,,,,0194599820953381,
WOS:000718427100006,In This Together Monolingual and Bilingual Educators Facilitating Vocabulary Learning With English Learners,['Article'],['Article'],"[{'db': 'WOK', 'count': 1}]",TOPICS IN LANGUAGE DISORDERS,2021,OCT-DEC,41,,333-346,333,346,14,"[{'displayName': 'Ehren, Barbara J.', 'wosStandard': 'Ehren, BJ', 'researcherId': 'COQ-7605-2022'}, {'displayName': 'Rosa-Lugo, Linda, I', 'wosStandard': 'Rosa-Lugo, LI', 'researcherId': 'FWC-8585-2022'}, {'displayName': 'Hagan, Audrey D. P.', 'wosStandard': 'Hagan, ADP', 'researcherId': 'EYG-4775-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000718427100006&DestLinkType=FullRecord&DestApp=WOS_CPL,0271-8294,1550-3259,"['curriculum', 'English learners', 'language proficiency', 'literacy intervention', 'second language acquisition collaboration', 'speech-language pathologists', 'vocabulary instruction', 'Vocabulary Scenario Technique']",4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000718427100006&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000718427100006&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1097/TLD.0000000000000265,,,,,SI,,,
WOS:000718427100007,Speech-Language Pathology Graduate Students' Questioning Strategies for English Learners in a Simulation Environment,['Article'],['Article'],"[{'db': 'WOK', 'count': 2}]",TOPICS IN LANGUAGE DISORDERS,2021,OCT-DEC,41,,347-366,347,366,20,"[{'displayName': 'Peker, Hilal', 'wosStandard': 'Peker, H', 'researcherId': 'HZS-6615-2023'}, {'displayName': 'Rosa-Lugo, Linda, I', 'wosStandard': 'Rosa-Lugo, LI', 'researcherId': 'FWC-8585-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000718427100007&DestLinkType=FullRecord&DestApp=WOS_CPL,0271-8294,1550-3259,"['English learners', 'graduate students', 'leveled questions', 'language proficiency', 'simulation', 'speech-language pathologists']",4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000718427100007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000718427100007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1097/TLD.0000000000000264,,,,,SI,,,
WOS:000894847900007,Readability of Cochlear Implant Brochures: A Potential Factor in Parent Decision Making,['Article'],['Article'],"[{'db': 'WOK', 'count': 0}]",AMERICAN JOURNAL OF AUDIOLOGY,2022,DEC,31,,1133-1142,1133,1142,10,"[{'displayName': 'La Scala, Jennifer D.', 'wosStandard': 'La Scala, JD', 'researcherId': 'HKD-1288-2023'}, {'displayName': 'Zraick, Richard I.', 'wosStandard': 'Zraick, RI', 'researcherId': 'DYL-3445-2022'}, {'displayName': 'Rosa-Lugo, Linda I.', 'wosStandard': 'Rosa-Lugo, LI', 'researcherId': 'FWC-8585-2022'}, {'displayName': 'Cosby, Janel L.', 'wosStandard': 'Cosby, JL', 'researcherId': 'CLE-1342-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000894847900007&DestLinkType=FullRecord&DestApp=WOS_CPL,1059-0889,1558-9137,[],4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000894847900007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000894847900007&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1044/2022_AJA-22-00048,36054847,,,,,,,
WOS:000964677100023,Readability of Individuals With Disabilities Education Act Part B Procedural Safeguards Notices Written in Spanish,['Article'],['Article'],"[{'db': 'WOK', 'count': 1}]",LANGUAGE SPEECH AND HEARING SERVICES IN SCHOOLS,2023,JAN,54,,355-363,355,363,9,"[{'displayName': 'Quintero, Stella', 'wosStandard': 'Quintero, S', 'researcherId': 'IFP-2297-2023'}, {'displayName': 'Zraick, Richard I.', 'wosStandard': 'Zraick, RI', 'researcherId': 'DYL-3445-2022'}, {'displayName': 'Rosa-Lugo, Linda I.', 'wosStandard': 'Rosa-Lugo, LI', 'researcherId': 'FWC-8585-2022'}, {'displayName': 'Scala, Jennifer D. La', 'wosStandard': 'Scala, JDL', 'researcherId': 'IPX-4695-2023'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000964677100023&DestLinkType=FullRecord&DestApp=WOS_CPL,0161-1461,1558-9129,[],1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000964677100023&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000964677100023&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1044/2022_LSHSS-21-00186,36351257,,,,,,,
WOS:A1995RX31100020,LICHENOID ERUPTION ASSOCIATED WITH ETHAMBUTOL,['Article'],['Note'],"[{'db': 'WOK', 'count': 22}]",JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,1995,OCT,33,,675-676,675,676,2,"[{'displayName': 'GROSSMAN, ME', 'wosStandard': 'GROSSMAN, ME', 'researcherId': 'EXL-2661-2022'}, {'displayName': 'WARREN, K', 'wosStandard': 'WARREN, K', 'researcherId': 'GCE-1292-2022'}, {'displayName': 'MADY, A', 'wosStandard': 'MADY, A', 'researcherId': 'JOZ-6530-2023'}, {'displayName': 'SATRA, KH', 'wosStandard': 'SATRA, KH', 'researcherId': 'FUM-0307-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:A1995RX31100020&DestLinkType=FullRecord&DestApp=WOS_CPL,0190-9622,,[],4,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:A1995RX31100020&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:A1995RX31100020&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/0190-9622(95)91307-6,7673504,,,,,,,
WOS:A1997WH06700025,Cicatricial pemphigoid successfully treated with pulse intravenous cyclophosphamide,['Letter'],['Letter'],"[{'db': 'WOK', 'count': 30}]",ARCHIVES OF DERMATOLOGY,1997,FEB,133,,245-247,245,247,3,"[{'displayName': 'Pandya, AG', 'wosStandard': 'Pandya, AG', 'researcherId': 'GCM-2024-2022'}, {'displayName': 'Warren, KJ', 'wosStandard': 'Warren, KJ', 'researcherId': 'EGP-9705-2022'}, {'displayName': 'Bergstresser, PR', 'wosStandard': 'Bergstresser, PR', 'researcherId': 'ELY-6577-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:A1997WH06700025&DestLinkType=FullRecord&DestApp=WOS_CPL,0003-987X,,[],2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:A1997WH06700025&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:A1997WH06700025&DestLinkType=RelatedRecords&DestApp=WOS_CPL,,9041848,,,,,,,
WOS:000072231900014,Nevirapine-associated Stevens-Johnson syndrome,['Article'],['Article'],"[{'db': 'WOK', 'count': 98}]",LANCET,1998,FEB 21,351,,567-567,567,567,1,"[{'displayName': 'Warren, KJ', 'wosStandard': 'Warren, KJ', 'researcherId': 'CFL-6196-2022'}, {'displayName': 'Boxwell, DE', 'wosStandard': 'Boxwell, DE', 'researcherId': 'IJJ-6245-2023'}, {'displayName': 'Kim, NY', 'wosStandard': 'Kim, NY', 'researcherId': 'FYK-6099-2022'}, {'displayName': 'Drolet, BA', 'wosStandard': 'Drolet, BA', 'researcherId': 'EWI-1349-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000072231900014&DestLinkType=FullRecord&DestApp=WOS_CPL,0140-6736,,[],9102,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000072231900014&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000072231900014&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/S0140-6736(98)24008-6,9492778,,,,,,,
WOS:000075182100033,Thalidomide for recalcitrant discoid lesions in a patient with systemic lupus erythematosus,['Article'],['Article'],"[{'db': 'WOK', 'count': 20}]",JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,1998,AUG,39,,293-295,293,295,3,"[{'displayName': 'Warren, KJ', 'wosStandard': 'Warren, KJ', 'researcherId': 'EEC-7632-2022'}, {'displayName': 'Nopper, AJ', 'wosStandard': 'Nopper, AJ', 'researcherId': 'DJE-5998-2022'}, {'displayName': 'Crosby, DL', 'wosStandard': 'Crosby, DL', 'researcherId': 'CMK-7203-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000075182100033&DestLinkType=FullRecord&DestApp=WOS_CPL,0190-9622,,[],2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000075182100033&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000075182100033&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1016/S0190-9622(98)70096-9,9704854,,,,,,,
WOS:000182215000012,Descriptions and identifications of strangers by youth and adult eyewitnesses,['Article'],['Article'],"[{'db': 'WOK', 'count': 48}]",JOURNAL OF APPLIED PSYCHOLOGY,2003,APR,88,,315-323,315,323,9,"[{'displayName': 'Pozzulo, JD', 'wosStandard': 'Pozzulo, JD', 'researcherId': 'FWR-5951-2022'}, {'displayName': 'Warren, KL', 'wosStandard': 'Warren, KL', 'researcherId': 'EDB-3725-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000182215000012&DestLinkType=FullRecord&DestApp=WOS_CPL,0021-9010,,[],2,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000182215000012&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000182215000012&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1037/0021-9010.88.2.315,12731715,,,,,,,
WOS:000230521000037,Grassland songbird nest-site selection and response to mowing in West Virginia,['Article'],['Article'],"[{'db': 'WOK', 'count': 51}]",WILDLIFE SOCIETY BULLETIN,2005,SPR,33,,285-292,285,292,8,"[{'displayName': 'Warren, KA', 'wosStandard': 'Warren, KA', 'researcherId': 'EDM-2424-2022'}, {'displayName': 'Anderson, JT', 'wosStandard': 'Anderson, JT', 'researcherId': 'KIL-8649-2024'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000230521000037&DestLinkType=FullRecord&DestApp=WOS_CPL,1938-5463,,"['Agelaius phoeniceus', 'bobolink', 'Dolichonyx oryzivorus', 'eastern meadowlark', 'grassland birds', 'nest success', 'Passerculus sandwichensis', 'red-winged blackbird', 'Savannah sparrows', 'Sturnella magna', 'West Virginia']",1,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000230521000037&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000230521000037&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.2193/0091-7648(2005)33[285:GSNSAR]2.0.CO;2,,,,,,,,
WOS:000232913900002,When initial interviews are delayed a year: Effect on children's 2-year recall,['Article'],['Article'],"[{'db': 'WOK', 'count': 18}]",LAW AND HUMAN BEHAVIOR,2005,OCT,29,,527-541,527,541,15,"[{'displayName': 'Peterson, C', 'wosStandard': 'Peterson, C', 'researcherId': 'A-1085-2008'}, {'displayName': 'Pardy, L', 'wosStandard': 'Pardy, L', 'researcherId': 'FUA-8355-2022'}, {'displayName': 'Tizzard-Drover, T', 'wosStandard': 'Tizzard-Drover, T', 'researcherId': 'GFW-7570-2022'}, {'displayName': 'Warren, KL', 'wosStandard': 'Warren, KL', 'researcherId': 'EDB-3725-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000232913900002&DestLinkType=FullRecord&DestApp=WOS_CPL,0147-7307,1573-661X,"['eyewitness memory', 'interview timing', 'long-term memory']",5,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000232913900002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000232913900002&DestLinkType=RelatedRecords&DestApp=WOS_CPL,10.1007/s10979-005-6833-6,16254741,,,,,,,
WOS:000236206506346,Blockade of NMDA and non-NMDA receptors alters time-frequency spectral activity of phrenic nerve discharge in arterially-perfused adult rat,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",FASEB JOURNAL,2006,MAR 6,20,,A781-A782,A781,A782,2,"[{'displayName': 'Warren, KA', 'wosStandard': 'Warren, KA', 'researcherId': 'EEY-7313-2022'}, {'displayName': 'Solomon, IC', 'wosStandard': 'Solomon, IC', 'researcherId': 'FYO-8114-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000236206506346&DestLinkType=FullRecord&DestApp=WOS_CPL,0892-6638,,[],4,,,,,,,,,,,
WOS:000236206506343,Time-frequency spectral analysis of inspiratory motor discharges during spontaneous and hypoxia-facilitated augmented (sigh) bursts in anesthetized adult C57BL/6 mice <i>in vivo</i>,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",FASEB JOURNAL,2006,MAR 6,20,,A781-A781,A781,A781,1,"[{'displayName': 'Kiridly, DN', 'wosStandard': 'Kiridly, DN', 'researcherId': 'IMK-4424-2023'}, {'displayName': 'Spiegel, ET', 'wosStandard': 'Spiegel, ET', 'researcherId': 'GGY-8647-2022'}, {'displayName': 'Warren, KA', 'wosStandard': 'Warren, KA', 'researcherId': 'EEY-7313-2022'}, {'displayName': 'Solomon, IC', 'wosStandard': 'Solomon, IC', 'researcherId': 'FYO-8114-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000236206506343&DestLinkType=FullRecord&DestApp=WOS_CPL,0892-6638,,[],4,,,,,,,,,,,
WOS:000236206503094,Pontomedullary transection in arterially-perfused adult rat elicits diverse phrenic burst patterns and alters spectral dynamics,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",FASEB JOURNAL,2006,MAR 6,20,,A369-A369,A369,A369,1,"[{'displayName': 'Chen, XN', 'wosStandard': 'Chen, XN', 'researcherId': 'CJA-1625-2022'}, {'displayName': 'Warren, KA', 'wosStandard': 'Warren, KA', 'researcherId': 'EEY-7313-2022'}, {'displayName': 'Chou, KH', 'wosStandard': 'Chou, KH', 'researcherId': 'EQH-4077-2022'}, {'displayName': 'Solomon, IC', 'wosStandard': 'Solomon, IC', 'researcherId': 'FYO-8114-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000236206503094&DestLinkType=FullRecord&DestApp=WOS_CPL,0892-6638,,[],4,,,,,,,,,,,
WOS:000245708504448,Modulation of temporal and spectral characteristics in phrenic nerve discharge by activation of NK1 receptors in arterially-perfused adult rat,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",FASEB JOURNAL,2007,APR,21,,A562-A562,A562,A562,1,"[{'displayName': 'Lin, Robert', 'wosStandard': 'Lin, R', 'researcherId': 'DDY-1550-2022'}, {'displayName': 'Warren, Kelly A.', 'wosStandard': 'Warren, KA', 'researcherId': 'EEY-7313-2022'}, {'displayName': 'Chen, Xinnian', 'wosStandard': 'Chen, XN', 'researcherId': 'CJA-1625-2022'}, {'displayName': 'Solomon, Irene C.', 'wosStandard': 'Solomon, IC', 'researcherId': 'FYO-8114-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000245708504448&DestLinkType=FullRecord&DestApp=WOS_CPL,0892-6638,,[],5,,,,,,,,,,,
WOS:000245708504447,Activation of non-NMDA receptors participates in the reduction of inspiratory neural network complexity during gasping in arterially-perfused adult rat,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",FASEB JOURNAL,2007,APR,21,,A561-A562,A561,A562,2,"[{'displayName': 'Warren, Kelly A.', 'wosStandard': 'Warren, KA', 'researcherId': 'EEY-7313-2022'}, {'displayName': 'Solomon, Irene C.', 'wosStandard': 'Solomon, IC', 'researcherId': 'FYO-8114-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000245708504447&DestLinkType=FullRecord&DestApp=WOS_CPL,0892-6638,,[],5,,,,,,,,,,,
WOS:000245708501497,Experimental techniques in systems physiology: A graduate laboratory course,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",FASEB JOURNAL,2007,APR,21,,A221-A221,A221,A221,1,"[{'displayName': 'Solomon, Irene C.', 'wosStandard': 'Solomon, IC', 'researcherId': 'FYO-8114-2022'}, {'displayName': 'Birzgalis, Aija', 'wosStandard': 'Birzgalis, A', 'researcherId': 'EQD-8600-2022'}, {'displayName': 'Warren, Kelly A.', 'wosStandard': 'Warren, KA', 'researcherId': 'EEY-7313-2022'}, {'displayName': 'Moore, Leon C.', 'wosStandard': 'Moore, LC', 'researcherId': 'DGS-9308-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000245708501497&DestLinkType=FullRecord&DestApp=WOS_CPL,0892-6638,,[],5,,,,,,,,,,,
WOS:000247760200083,Effect of traumatic brain injury on matrix metalloproteinase and N-cadherin during reactive synaptogenesis,['Abstract'],['Meeting Abstract'],"[{'db': 'WOK', 'count': 0}]",JOURNAL OF NEUROTRAUMA,2007,JUL,24,,1247-1247,1247,1247,1,"[{'displayName': 'Warren, Kelly', 'wosStandard': 'Warren, K', 'researcherId': 'GHQ-5427-2022'}, {'displayName': 'Black, Raiford', 'wosStandard': 'Black, R', 'researcherId': 'IBI-9278-2023'}, {'displayName': 'Harris, Lesley', 'wosStandard': 'Harris, L', 'researcherId': 'CTI-5299-2022'}, {'displayName': 'Lee, Nancy', 'wosStandard': 'Lee, N', 'researcherId': 'FKQ-2119-2022'}, {'displayName': 'Reeves, Thomas', 'wosStandard': 'Reeves, T', 'researcherId': 'IOA-2937-2023'}, {'displayName': 'Phillips, Linda', 'wosStandard': 'Phillips, L', 'researcherId': 'FQZ-7857-2022'}]",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=stonybrook-shp-research&SrcAuth=WosAPI&KeyUT=WOS:000247760200083&DestLinkType=FullRecord&DestApp=WOS_CPL,0897-7151,,[],7,,,,,,,,,,,
